sale_id,sale_number,created_at,sale_total,tendered,line_id,description,quantity,unit_price,line_total
26535,INV21259,2026-01-24 15:11:52,35.0,35.0,44887,HEPARIN 5000INJ 5ML,3,4.8,14.4
26539,INV21263,2026-01-24 15:56:07,3.0,3.0,44893,NORMAL SALINE 0.9% 200ML,2,1.9,3.8
26539,INV21263,2026-01-24 15:56:07,3.0,3.0,44894,GOLDGESIC  SYRUP 100ML,1,3.01,3.01
26539,INV21263,2026-01-24 15:56:07,3.0,3.0,44895,LOSARTAN/HCT 50/12.5 (PRESARTAN H 50) TABS 28S,1,2.8,2.8
26672,INV21396,2026-01-26 08:46:30,2.0,2.0,45092,SACUBITRIL/VALSATAN 50MG UPERIO,6,27.5,165.0
26672,INV21396,2026-01-26 08:46:30,2.0,2.0,45093,SECNIDAZOLE (TAGERA FORTE) 1G TABLET,40,0.53,21.2
26675,INV21399,2026-01-26 09:51:38,3.0,0.0,45098,TRESIBA FLEXIPEN 100IU/ML 3ML,2,18.0,36.0
26787,INV21511,2026-01-27 09:10:20,9.0,9.0,45275,PREGNANCY SHAKE MOM 2 B,3,10.0,30.0
26787,INV21511,2026-01-27 09:10:20,9.0,9.0,45276,LOREAL WRINKLE EXPERTS DAY CREAM,1,14.81,14.81
26789,INV21513,2026-01-27 09:52:05,0.5,0.5,45279,GOLDGESIC  SYRUP 100ML,12,3.01,36.12
26790,INV21514,2026-01-27 10:06:20,20.0,20.0,45281,SAFERON SYRUP (IRON IIIHYDROXIDE POLYMALTOSE,35,4.1,143.5
26830,INV21554,2026-01-27 14:57:25,30.0,30.0,45343,SODIUM CHLORIDE 0.9% 1000ML,10,1.65,16.5
27058,INV21782,2026-01-29 11:36:10,1.0,1.0,45683,BUDESONIDE INHALER 200MCG,12,4.5,54.0
27058,INV21782,2026-01-29 11:36:10,1.0,1.0,45684,ALBUMIN 20% 100ML,6,72.22,433.32
27058,INV21782,2026-01-29 11:36:10,1.0,1.0,45685,SOLIFENACIN 5MG TABS 30S,2,12.29,24.58
27192,INV21915,2026-01-30 11:54:23,10.0,10.0,45896,IBUPROFEN GEL 30G,4,1.9,7.6
27192,INV21915,2026-01-30 11:54:23,10.0,10.0,45897,RUBRAGEL SUSPENSION 100ML,10,2.77,27.7
27192,INV21915,2026-01-30 11:54:23,10.0,10.0,45898,RUBRAGEL SUSPENSION 200ML,20,5.93,118.6
27192,INV21915,2026-01-30 11:54:23,10.0,10.0,45899,HEPARIN 5000INJ 5ML,2,4.8,9.6
27192,INV21915,2026-01-30 11:54:23,10.0,10.0,45900,PLASTER OF PARIS 100MMX2.7M,20,0.32999999999999996,6.6
27192,INV21915,2026-01-30 11:54:23,10.0,10.0,45901,MEROPENEM INJ 1G(SUNPHARMA),15,7.28,109.2
27192,INV21915,2026-01-30 11:54:23,10.0,10.0,45902,AZITHROMYCIN SUSPENSION 200/50MG (ZEE),9,4.75,42.75
27192,INV21915,2026-01-30 11:54:23,10.0,10.0,45903,CLOSCRIPT 2% VAG CREAM 50MG,3,4.96,14.88
27590,INV22312,2026-02-02 14:13:20,29.0,29.0,46488,LOSARTAN 100MG TABS (LOSAGEN) 30`S,3,3.1999999999999997,9.6
27681,INV22401,2026-02-03 09:46:53,3.0,3.0,46612,MEROPENEM INJ 1G(SUNPHARMA),4,7.28,29.12
27974,INV22693,2026-02-05 15:06:26,17.0,100.0,47055,TRAMACET TABS 30S,2,2.4,4.8
28186,INV22905,2026-02-07 16:34:49,1.0,1.0,47371,GAVISCON LIQ DOUBLE ACTION SACHETS SINGLES,72,0.41,29.52
28310,INV23029,2026-02-09 09:27:47,0.5,0.5,47567,DERVACORT OINTMENT 15G,60,1.75,105.0
28632,INV23351,2026-02-11 17:52:02,2.5,2.5,48071,TED STOCKINGS ASSORTED,8,15.0,120.0
28790,INV23509,2026-02-13 09:29:16,0.5,0.5,48313,PERMANENT CATHERTER,1,200.0,200.0
28873,INV23589,2026-02-13 20:38:04,1.0,1.0,48447,TRAMADOL 50MG CAPSULES (VAR) 100S,1,2.76,2.76
28873,INV23589,2026-02-13 20:38:04,1.0,1.0,48448,NORFLEX CO TABS 120S,1,13.98,13.98
28924,INV23640,2026-02-14 10:09:43,5.0,5.0,48516,MARC JACOBS DAISY LOVE 2PC,1,102.7,102.7
28924,INV23640,2026-02-14 10:09:43,5.0,5.0,48517,FERRERO,1,9.0,9.0
28924,INV23640,2026-02-14 10:09:43,5.0,5.0,48518,GIFT BAG LARGE,1,1.5,1.5
29216,INV23931,2026-02-17 07:39:32,10.0,10.0,48973,DICLOFENAC EYE DROPS,5,1.0,5.0
29216,INV23931,2026-02-17 07:39:32,10.0,10.0,48974,COFSYL DM 200ML,2,5.34,10.68
29346,INV24061,2026-02-18 10:16:58,60.0,60.0,49174,S26 GOLD STAGE 1 900G,1,20.0,20.0
29346,INV24061,2026-02-18 10:16:58,60.0,60.0,49175,LEVETIRACETAM ORAL SOLUTION 100MG/ML 300ML,9,7.739999999999999,69.66
29346,INV24061,2026-02-18 10:16:58,60.0,60.0,49176,TAZOBACTAM INJ 4G/70ML TAZOCIN,12,21.25,255.0
31862,INV26567,2026-03-13 08:25:03,0.5,0.5,52935,SYRINGE 10ML WITH NEEEDLE,300,0.07,21.0
31862,INV26567,2026-03-13 08:25:03,0.5,0.5,52936,SYRINGE   5ML 100s,200,6.8,1360.0
32159,INV26864,2026-03-16 10:41:42,25.0,25.0,53430,QUETIAPINE 200MG,34,14.0,476.0
32159,INV26864,2026-03-16 10:41:42,25.0,25.0,53431,QUETIAPINE 100MG TABS 30S,23,12.829999999999998,295.09
32161,INV26866,2026-03-16 11:11:39,10.0,10.0,53436,SECURE SINGLES,240,0.22,52.8
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53582,MMT  TABS 1000S (NEUTRACID TAB),1,5.18,5.18
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53583,LUX SOAP 175G SOFT TOUCH,2,1.5,3.0
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53584,RUBRAGEL SUSPENSION 200ML,5,5.93,29.65
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53585,HIV TEST KITS REGULAR,20,1.26,25.2
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53586,CLEAR BLUE - DIGITAL,2,9.5,19.0
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53587,OXY ZIT BLITZER 10ML,2,4.0,8.0
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53588,SANEX SHOWER GEL PRO HYDRATE 750ML,3,9.0,27.0
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53589,SANEX EXPERT  KIDS SHOWER GEL 500ML,1,6.5,6.5
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53590,SANEX ZERO BODY WASH 750MLS,1,9.0,9.0
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53591,RENNIES PEPPERMINT TABS 24S,2,4.0,8.0
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53592,GENPAYNE CAPS 30S,3,4.53,13.59
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53593,OLOPATADINE EYEDROPS 0.1%,28,3.0,84.0
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53594,AURONE FORTE EAR DROPS 15ML,1,6.5,6.5
32252,INV26957,2026-03-17 08:58:01,1.0,1.0,53595,CARMELLOSE 1% EYE DROPS 10ML,13,2.37,30.81
32477,INV27182,2026-03-19 09:50:04,10.0,10.0,53969,SODIUM CHLORIDE 200ML,70,1.0,70.0
32477,INV27182,2026-03-19 09:50:04,10.0,10.0,53970,ARM SLING PEADS,6,7.02,42.12
32477,INV27182,2026-03-19 09:50:04,10.0,10.0,53971,ARM SLINGS,17,17.25,293.25
32701,INV27406,2026-03-21 09:26:29,110.0,110.0,54332,JANUMET (SITAGLIPTIN/METFORMIN) 50/1000MG,3,38.0,114.0
33033,INV27735,2026-03-24 08:34:40,2.0,2.0,54826,LOSARTAN 50MG TABS 30S (VALOSAR),2,2.55,5.1
33063,INV27765,2026-03-24 12:43:50,12.0,0.0,54870,UTROGESTAN 100MG CAPS 30S,1,23.0,23.0
34025,INV28720,2026-04-02 09:10:56,3.0,3.0,56402,METRONIDAZOLE IV 0.5% 100ML INJ,400,0.6,240.0
34250,INV28941,2026-04-04 10:16:08,5.0,5.0,56764,ALBUMIN 20% 100ML,2,72.22,144.44
34697,INV29386,2026-04-09 09:25:39,10.0,100.0,57434,MAXITROL EYE OINT 3.5GM,2,7.08,14.16
34715,INV29404,2026-04-09 12:38:10,4.0,10.0,57462,UTROGESTAN 200MG CAPSULES 15S,2,22.0,44.0
34723,INV29412,2026-04-09 13:52:59,18.0,20.0,57477,ALBUMIN 20% 50ML,4,45.0,180.0
35130,INV29815,2026-04-13 16:35:42,4.0,0.0,58071,MIDAZOLAM (DORMICUM) 5MG/5ML INJ 5ML,3,3.0,9.0
35130,INV29815,2026-04-13 16:35:42,4.0,0.0,58072,CANNULA 22G (BLUE),1,0.17,0.17
35369,INV30053,2026-04-15 19:56:22,14.0,20.0,58419,FLUCOR NON-DROWSY,10,1.33,13.3
35369,INV30053,2026-04-15 19:56:22,14.0,20.0,58420,BETACIDE MOUTH WASH 200ML,5,2.63,13.15
35369,INV30053,2026-04-15 19:56:22,14.0,20.0,58421,HISTABAN SYRUP 100ML,3,4.62,13.86
35470,INV30152,2026-04-16 19:47:54,2.0,2.0,58560,BENZYLPENICILLIN INJ  1s,15,2.0,30.0
35570,INV30252,2026-04-17 16:31:43,16.5,0.0,58713,TRAMADOL 50MG CAPSULES (VAR) 100S,5,6.9,34.5
35657,INV30337,2026-04-18 18:41:23,1.0,1.0,58864,PUS SWAB (WITH LIQUID),5,0.3,1.5
35714,INV30394,2026-04-19 15:09:55,10.0,100.0,58950,ALBUMIN 20% 50ML,3,45.0,135.0
35925,INV30601,2026-04-21 12:51:45,2.0,2.0,59269,OZEMPIC (SEMAGLUTIDE) 1MG,1,185.0,185.0
36056,INV30729,2026-04-22 14:40:04,1.0,1.0,59469,ENSURE GOLD,4,11.0,44.0
36056,INV30729,2026-04-22 14:40:04,1.0,1.0,59470,SENSODYNE  T/PASTE FRESH MINT 75ML,6,4.5,27.0
36056,INV30729,2026-04-22 14:40:04,1.0,1.0,59471,ACTRAPID VIAL 10ML,4,4.8,19.2
36056,INV30729,2026-04-22 14:40:04,1.0,1.0,59472,ACTRAPHANE VIAL  10ML,12,4.8,57.6
36056,INV30729,2026-04-22 14:40:04,1.0,1.0,59473,TETANUS VACC.10/DOSE 5ML,10,2.8,28.0
36264,INV30935,2026-04-24 14:18:37,6.0,10.0,59794,PARACETAMOL (ANTALGIC) 500MG TABS 1000S,1,10.8,10.8
36543,INV31211,2026-04-27 14:19:04,5.0,20.0,60188,SURGIVAC DRAIN 3MM,1,10.5,10.5
37236,INV31898,2026-05-04 11:21:11,2.0,2.0,61245,ELASTOPLAST WATERPROOF SINGLES,300,0.02,6.0
37236,INV31898,2026-05-04 11:21:11,2.0,2.0,61246,IBUPROFEN 400MG TABS 1000S,1,9.0,9.0
37236,INV31898,2026-05-04 11:21:11,2.0,2.0,61247,PARACETAMOL (ANTALGIC) 500MG TABS 1000S,1,10.8,10.8
37451,INV32112,2026-05-06 09:08:23,3.0,3.0,61557,AIR-RING,10,26.0,260.0
37525,INV32185,2026-05-06 19:13:29,40.0,100.0,61663,CORILIEF 5 FLU SYRUP 200ML,1,4.5,4.5
37525,INV32185,2026-05-06 19:13:29,40.0,100.0,61664,SODIUM VALPROATE SYRUP 100ML (EPIVULEX),1,12.0,12.0
37528,INV32188,2026-05-06 19:48:02,18.0,20.0,61670,BENZYL PENICILLIN 5MEGA INJ,25,2.0,50.0
37528,INV32188,2026-05-06 19:48:02,18.0,20.0,61671,BENYLIN 4 FLU 200MLS 1,5,5.61,28.05
37632,INV32291,2026-05-07 15:51:16,3.0,3.0,61844,VENTEZE COMPLETE INHALER,2,2.1,4.2
37944,INV32601,2026-05-10 09:06:11,2.0,2.0,62304,BENYLIN 4 FLU 200MLS 1,6,5.609999999999999,33.66
38037,INV32694,2026-05-11 11:31:02,10.0,20.0,62438,PREGNANCY TEST CASSETTE,100,0.22,22.0
38037,INV32694,2026-05-11 11:31:02,10.0,20.0,62439,LATEX GLOVES,500,2.5,1250.0
38210,INV32865,2026-05-12 14:37:54,1.0,1.0,62718,ENOXAPARIN (LOMOH)40MG,5,3.6100000000000003,18.05
38233,INV32888,2026-05-12 17:45:25,15.0,0.0,62753,COMBIGAN EYE DROPS 5ML,9,17.0,153.0
38233,INV32888,2026-05-12 17:45:25,15.0,0.0,62754,FAMILY PEANUT BUTTER 300G,2,2.0,4.0
38233,INV32888,2026-05-12 17:45:25,15.0,0.0,62755,TRAMADOL 50MG/2ML INJ,5,5.0,25.0
38233,INV32888,2026-05-12 17:45:25,15.0,0.0,62756,KONAKION PAED INJ 2MG/0.2ML 5S,2,16.665,33.33
38237,INV32891,2026-05-12 17:58:22,20.0,0.0,62761,VICTOZA (LIRAGLUTIDE) 6MG/ML PEN 1S,1,52.0,52.0
38237,INV32891,2026-05-12 17:58:22,20.0,0.0,62762,MMR VACCINE,31,19.950000000000003,618.45
38465,INV33115,2026-05-14 18:30:46,19.0,20.0,63087,SODIUM VALPORATE 200MG (TORRENT) 100S TABS,1,6.83,6.83
38657,INV33306,2026-05-16 12:42:56,2.0,2.0,63360,PARACETAMOL 10MG/ML 100ML INJ,20,1.05,21.0
39146,INV33789,2026-05-21 11:10:11,35.0,35.0,64077,UTROGESTAN 200MG CAPSULES 15S,4,22.0,88.0
39371,INV34011,2026-05-23 12:01:08,1.0,5.0,64420,FML EYE DROPS 5ML FLOUROMETHALONE,3,16.38,49.14
39945,INV34582,2026-05-29 11:18:04,2.0,0.0,65226,BETAPRO DM SYRUP 100ML,12,2.98,35.76
39945,INV34582,2026-05-29 11:18:04,2.0,0.0,65227,ALFOXID SUSPENSION 100ML,12,2.62,31.44
39945,INV34582,2026-05-29 11:18:04,2.0,0.0,65228,ALLERGEX  100ML,24,2.37,56.88
39945,INV34582,2026-05-29 11:18:04,2.0,0.0,65229,PANADO SYRUP 100ML,24,1.47,35.28
40318,INV34953,2026-06-01 17:51:35,20.0,20.0,65780,ZIM SOX,10,10.0,100.0
40395,INV35030,2026-06-02 14:26:42,7.0,7.0,65884,SULPHUR OINT  50G,2,1.25,2.5
40395,INV35030,2026-06-02 14:26:42,7.0,7.0,65885,SULPHUR OINT 100G,1,4.23,4.23
40395,INV35030,2026-06-02 14:26:42,7.0,7.0,65886,CALAMINE LOTION 100ML,5,2.0,10.0
40395,INV35030,2026-06-02 14:26:42,7.0,7.0,65887,BENZYL BENZOATE LOTION 100MLS,4,2.09,8.36
40492,INV35127,2026-06-03 10:17:05,1.0,1.0,66038,FACE MASKS B/50,2,1.3,2.6
40615,INV35249,2026-06-04 11:34:48,114.0,115.0,66233,DEXTROSE 50% 50ML,20,2.82,56.4
40615,INV35249,2026-06-04 11:34:48,114.0,115.0,66234,ENCICARB 500MG/10ML INJ,1,16.53,16.53
40632,INV35265,2026-06-04 13:16:52,22.0,0.0,66260,K TAPE,2,5.0,10.0
40659,INV35292,2026-06-04 15:32:20,5.0,5.0,66299,COSMO BABY OIL,1,2.5,2.5
40870,INV35503,2026-06-06 16:24:56,62.0,62.0,66626,UTROGESTAN 200MG CAPSULES 15S,2,22.0,44.0
40943,INV35576,2026-06-07 09:47:37,1.0,1.0,66729,PARACETAMOL (ANTALGIC) 500MG TABS 1000S,2,10.8,21.6
41022,INV35655,2026-06-08 09:26:35,4.0,4.0,66853,COKE PET,6,0.53,3.18
41022,INV35655,2026-06-08 09:26:35,4.0,4.0,66854,PEANUTS PRECOOKED NUTS 100G,4,0.65,2.6
41173,INV35806,2026-06-09 15:12:39,1.0,1.0,67098,ACTIVATED CHARCOAL 100G,4,3.0,12.0
41595,INV36227,2026-06-13 13:17:56,10.0,10.0,67687,MINUTE MAID REFRESHER BERRY,48,0.39999999999999997,19.2
41595,INV36227,2026-06-13 13:17:56,10.0,10.0,67688,MINUTE MAID REFRESHER LEMON,24,0.43,10.32
41595,INV36227,2026-06-13 13:17:56,10.0,10.0,67689,MINUTE MAID REFRESHER ORANGE,24,0.43,10.32
41960,INV36592,2026-06-17 10:54:24,28.0,50.0,68197,MUPIROCIN SUPIROCIN OINTMENT 15G,6,3.4600000000000004,20.76
41960,INV36592,2026-06-17 10:54:24,28.0,50.0,68198,PYNGO TABETS 20`S,5,3.0,15.0
41960,INV36592,2026-06-17 10:54:24,28.0,50.0,68199,ESOMEPRAZOLE INJ 40MG,6,6.0,36.0
41960,INV36592,2026-06-17 10:54:24,28.0,50.0,68200,MOISOL EYE DROPS 5ML,4,2.37,9.48
41960,INV36592,2026-06-17 10:54:24,28.0,50.0,68201,PATANOL EYE DROPS,3,8.540000000000001,25.62
41960,INV36592,2026-06-17 10:54:24,28.0,50.0,68202,NAN 2 400G,2,4.7,9.4
43273,INV37899,2026-06-29 10:32:28,16.25,16.25,70171,MEFENAMIC (VARISTAN) ACID SUSPENSION,33,2.4,79.2
43273,INV37899,2026-06-29 10:32:28,16.25,16.25,70172,ZINC OXIDE OINT 50G,40,1.5,60.0
45827,INV40449,2026-07-21 12:39:12,8.0,8.0,74130,WEGOVY (SEMAGLUTIDE) 1MG 3ML,1,164.0,164.0
46354,INV40971,2026-07-24 18:59:53,10.0,10.0,74937,ZITHROMAX 500MG TABS 3S,6,4.8,28.8
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75089,4CS SYRUP 100ML,7,1.7,11.9
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75090,FLUMED SYRUP 100ML,1,1.9,1.9
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75091,FLUMED TABS 24S,8,1.91,15.28
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75092,STREPSILS 24S EUCALYPTUS/MENTHOL,2,3.53,7.06
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75093,COLDSEAL LOZENGES 24S MINT,3,2.3000000000000003,6.9
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75094,SD CHECK GLUCOSTRIPS,4,11.0,44.0
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75095,STREPSILS INTENSIVE SPRAY,2,4.95,9.9
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75096,IMMUFIT-C 1000MG 20S,2,3.0,6.0
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75097,PROSEAL VITAMIN C + ZINC 1000/10MG 20S,3,3.31,9.93
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75098,SOLPHYLLEX SYRUP 200ML DATLABS,1,5.78,5.78
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75099,BENYLIN ORIGINAL 100ML,6,4.82,28.92
46462,INV41078,2026-07-25 17:04:43,25.0,30.0,75100,BENYLIN 4 FLU 200MLS 1,7,5.61,39.27
46863,INV41477,2026-07-28 19:09:04,0.5,0.5,75671,TED STOCKINGS ASSORTED,4,15.0,60.0
47031,INV41645,2026-07-29 22:30:11,21.0,21.0,75939,RINGERS LACTATE 1000ML,12,1.64,19.68
47314,INV41926,2026-07-31 21:50:52,6.0,6.0,76375,GOLDGESIC  SYRUP 100ML,6,3.01,18.06
47314,INV41926,2026-07-31 21:50:52,6.0,6.0,76376,STOPAYNE SYRUP 100ML,1,3.62,3.62
49931,INV44539,2026-08-21 12:52:41,1.5,0.0,80355,ACTIVATED CHARCOAL 125G,2,3.4,6.8
50795,INV45399,2026-08-28 16:45:40,2.0,2.0,81646,LACTULOSE 3.35GM/5ML SOLUTION (LAXALINK),4,7.4,29.6
50795,INV45399,2026-08-28 16:45:40,2.0,2.0,81647,CITRO SODA SACHETS SINGLES,60,0.33,19.8
50795,INV45399,2026-08-28 16:45:40,2.0,2.0,81648,FLUMED TABS 24S,4,1.91,7.64
50795,INV45399,2026-08-28 16:45:40,2.0,2.0,81649,RELCER GEL 180ML,4,3.75,15.0
50795,INV45399,2026-08-28 16:45:40,2.0,2.0,81650,ALFOXID SUSPENSION 100ML,4,2.62,10.48
50795,INV45399,2026-08-28 16:45:40,2.0,2.0,81651,PANADO SYRUP 100ML,4,1.47,5.88
50795,INV45399,2026-08-28 16:45:40,2.0,2.0,81652,ADCO-LINCTOPENT SYRUP 100ML,6,2.78,16.68
50795,INV45399,2026-08-28 16:45:40,2.0,2.0,81653,NUROFEN (IBUPROFEN) 100MG/5ML  100ML,7,5.0,35.0
